Sample #,100,90,80,70,60,50,40,30,25,20,15,10,5,0
20041,0.0014,0.0017,0.0019,0.0017,0.0019,0.0017,0.0017,0.0017,0.0017,0.0019,0.0018,0.0018,0.0019,0.0022
20053,0.0015,0.0019,0.0019,0.0019,0.0019,0.0018,0.0019,0.0019,0.0019,0.0019,0.0018,0.0019,0.0019,0.0022
20071,0.0017,0.0017,0.0018,0.0019,0.0019,0.0018,0.0017,0.0018,0.0019,0.0018,0.0018,0.0018,0.0019,0.0021
20055,0.0020,0.0017,0.0017,0.0019,0.0019,0.0017,0.0017,0.0018,0.0017,0.0017,0.0018,0.0019,0.0019,0.0021
20057,0.0011,0.0018,0.0019,0.0019,0.0019,0.0018,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0021
20064,0.0014,0.0018,0.0019,0.0019,0.0019,0.0018,0.0018,0.0019,0.0019,0.0018,0.0018,0.0019,0.0019,0.0020
20092,0.0008,0.0019,0.0019,0.0019,0.0019,0.0018,0.0018,0.0019,0.0019,0.0018,0.0019,0.0018,0.0019,0.0021
20010,0.0014,0.0018,0.0018,0.0019,0.0018,0.0017,0.0017,0.0018,0.0018,0.0017,0.0018,0.0017,0.0019,0.0024
20056,0.0016,0.0018,0.0019,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0019,0.0019,0.0019,0.0019,0.0021
20002,0.0022,0.0018,0.0018,0.0019,0.0017,0.0017,0.0017,0.0018,0.0018,0.0019,0.0017,0.0018,0.0019,0.0025
20001,0.0013,0.0018,0.0017,0.0019,0.0019,0.0017,0.0017,0.0017,0.0017,0.0018,0.0017,0.0018,0.0019,0.0025
20102,0.0016,0.0017,0.0019,0.0019,0.0019,0.0017,0.0018,0.0018,0.0017,0.0018,0.0018,0.0019,0.0019,0.0022
20061,0.0014,0.0018,0.0018,0.0019,0.0019,0.0017,0.0017,0.0017,0.0018,0.0017,0.0018,0.0018,0.0017,0.0021
20009,0.0016,0.0017,0.0017,0.0018,0.0017,0.0016,0.0016,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0022
20038,0.0019,0.0017,0.0017,0.0019,0.0017,0.0017,0.0016,0.0016,0.0017,0.0017,0.0017,0.0018,0.0018,0.0021
20058,0.0011,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0018,0.0019,0.0021
20098,0.0012,0.0017,0.0018,0.0019,0.0018,0.0017,0.0017,0.0016,0.0017,0.0017,0.0017,0.0019,0.0018,0.0021
20099,0.0005,0.0017,0.0019,0.0018,0.0018,0.0017,0.0017,0.0017,0.0018,0.0017,0.0017,0.0017,0.0018,0.0021
20086,0.0014,0.0017,0.0018,0.0019,0.0018,0.0016,0.0016,0.0017,0.0017,0.0017,0.0017,0.0018,0.0018,0.0021
20040,0.0014,0.0017,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0018,0.0017,0.0018,0.0018,0.0021
20032,0.0021,0.0017,0.0018,0.0018,0.0017,0.0017,0.0016,0.0017,0.0017,0.0017,0.0017,0.0018,0.0018,0.0022
20035,0.0020,0.0017,0.0018,0.0019,0.0017,0.0017,0.0017,0.0017,0.0017,0.0019,0.0018,0.0018,0.0019,0.0023
20063,0.0013,0.0018,0.0018,0.0019,0.0018,0.0017,0.0017,0.0017,0.0017,0.0018,0.0017,0.0018,0.0018,0.0022
20024,0.0005,0.0017,0.0019,0.0019,0.0018,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0017,0.0018,0.0020
20048,0.0017,0.0017,0.0019,0.0019,0.0019,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0019,0.0018,0.0022
20082,0.0021,0.0017,0.0018,0.0019,0.0018,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0019,0.0021
20054,0.0013,0.0018,0.0019,0.0019,0.0018,0.0018,0.0018,0.0017,0.0017,0.0018,0.0017,0.0018,0.0019,0.0021
20051,0.0012,0.0018,0.0019,0.0019,0.0019,0.0017,0.0017,0.0017,0.0018,0.0017,0.0018,0.0018,0.0018,0.0021
20083,0.0013,0.0017,0.0018,0.0019,0.0018,0.0017,0.0016,0.0017,0.0017,0.0017,0.0017,0.0018,0.0018,0.0021
20075,0.0016,0.0017,0.0018,0.0019,0.0018,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0019,0.0018,0.0021
20088,0.0015,0.0018,0.0018,0.0019,0.0019,0.0018,0.0017,0.0017,0.0017,0.0018,0.0019,0.0018,0.0019,0.0022
20026,0.0021,0.0018,0.0017,0.0018,0.0017,0.0016,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0023
20077,0.0006,0.0017,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0018,0.0017,0.0017,0.0018,0.0019,0.0022
20046,0.0012,0.0017,0.0018,0.0018,0.0019,0.0017,0.0017,0.0017,0.0017,0.0018,0.0018,0.0019,0.0019,0.0021
20080,0.0014,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0018,0.0021
20025,0.0017,0.0017,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0016,0.0017,0.0017,0.0018,0.0018,0.0022
20085,0.0020,0.0018,0.0018,0.0019,0.0019,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0018,0.0018,0.0022
20023,0.0011,0.0018,0.0019,0.0019,0.0019,0.0017,0.0018,0.0017,0.0018,0.0018,0.0017,0.0018,0.0019,0.0023
20027,0.0014,0.0018,0.0018,0.0019,0.0018,0.0017,0.0017,0.0018,0.0017,0.0017,0.0017,0.0017,0.0019,0.0022
20019,0.0006,0.0017,0.0019,0.0018,0.0018,0.0017,0.0017,0.0017,0.0018,0.0017,0.0017,0.0018,0.0019,0.0020
