Sample #,100,90,80,70,60,50,40,30,25,20,15,10,5,0
20022,0.0015,0.0017,0.0018,0.0019,0.0018,0.0017,0.0017,0.0017,0.0017,0.0018,0.0017,0.0018,0.0018,0.0023
20076,0.0022,0.0019,0.0018,0.0019,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0018,0.0018,0.0019,0.0023
20074,0.0015,0.0018,0.0018,0.0018,0.0019,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0021
20021,0.0027,0.0019,0.0019,0.0019,0.0018,0.0017,0.0017,0.0017,0.0018,0.0017,0.0017,0.0018,0.0019,0.0025
20043,0.0013,0.0018,0.0018,0.0019,0.0018,0.0017,0.0017,0.0017,0.0018,0.0018,0.0018,0.0018,0.0018,0.0021
20050,0.0017,0.0018,0.0018,0.0019,0.0018,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0019,0.0018,0.0021
20059,0.0021,0.0017,0.0017,0.0019,0.0018,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0019,0.0018,0.0021
20065,0.0011,0.0017,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0021
20033,0.0013,0.0018,0.0018,0.0018,0.0019,0.0017,0.0017,0.0017,0.0018,0.0017,0.0017,0.0018,0.0019,0.0022
20034,0.0006,0.0017,0.0018,0.0019,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0018,0.0017,0.0019,0.0022
20020,0.0014,0.0017,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0019,0.0018,0.0021
20078,0.0021,0.0017,0.0018,0.0018,0.0017,0.0017,0.0017,0.0016,0.0017,0.0016,0.0017,0.0018,0.0018,0.0022
20028,0.0014,0.0018,0.0018,0.0019,0.0018,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0022
20081,0.0025,0.0017,0.0017,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0018,0.0022
20037,0.0015,0.0019,0.0019,0.0020,0.0019,0.0018,0.0018,0.0018,0.0018,0.0019,0.0018,0.0019,0.0021,0.0025
20045,0.0018,0.0017,0.0018,0.0019,0.0019,0.0017,0.0018,0.0018,0.0018,0.0017,0.0019,0.0019,0.0021,0.0024
20062,0.0021,0.0018,0.0019,0.0019,0.0019,0.0018,0.0017,0.0017,0.0017,0.0018,0.0019,0.0020,0.0020,0.0024
20069,0.0012,0.0018,0.0019,0.0020,0.0019,0.0018,0.0018,0.0017,0.0018,0.0018,0.0019,0.0019,0.0022,0.0024
20042,0.0013,0.0018,0.0019,0.0019,0.0019,0.0017,0.0017,0.0018,0.0018,0.0019,0.0019,0.0019,0.0021,0.0025
20044,0.0006,0.0018,0.0019,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0018,0.0019,0.0019,0.0021,0.0023
20093,0.0014,0.0018,0.0018,0.0020,0.0019,0.0018,0.0017,0.0018,0.0018,0.0017,0.0018,0.0020,0.0021,0.0025
20100,0.0021,0.0019,0.0018,0.0019,0.0018,0.0017,0.0017,0.0017,0.0018,0.0018,0.0018,0.0018,0.0021,0.0026
20096,0.0016,0.0019,0.0018,0.0019,0.0018,0.0018,0.0017,0.0018,0.0017,0.0018,0.0018,0.0019,0.0021,0.0025
20101,0.0027,0.0018,0.0018,0.0018,0.0019,0.0018,0.0017,0.0018,0.0018,0.0017,0.0018,0.0019,0.0020,0.0026
20091,0.0014,0.0019,0.0019,0.0019,0.0019,0.0018,0.0017,0.0017,0.0018,0.0018,0.0019,0.0019,0.0019,0.0023
20095,0.0017,0.0019,0.0019,0.0020,0.0019,0.0018,0.0017,0.0017,0.0017,0.0018,0.0019,0.0019,0.0019,0.0022
20068,0.0021,0.0017,0.0018,0.0019,0.0018,0.0017,0.0017,0.0017,0.0018,0.0017,0.0017,0.0018,0.0018,0.0022
20070,0.0013,0.0019,0.0019,0.0021,0.0019,0.0019,0.0019,0.0019,0.0018,0.0019,0.0019,0.0019,0.0020,0.0022
20016,0.0013,0.0019,0.0019,0.0020,0.0018,0.0018,0.0018,0.0017,0.0018,0.0018,0.0019,0.0019,0.0019,0.0026
20097,0.0007,0.0018,0.0019,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0019,0.0020
20094,0.0016,0.0019,0.0019,0.0020,0.0019,0.0019,0.0017,0.0018,0.0017,0.0019,0.0019,0.0019,0.0019,0.0023
20073,0.0022,0.0018,0.0019,0.0019,0.0019,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0018,0.0018,0.0022
20079,0.0015,0.0019,0.0019,0.0019,0.0019,0.0018,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0019,0.0021
20003,0.0013,0.0018,0.0017,0.0018,0.0018,0.0017,0.0017,0.0016,0.0017,0.0017,0.0017,0.0018,0.0018,0.0024
20005,0.0016,0.0017,0.0017,0.0018,0.0017,0.0016,0.0016,0.0017,0.0017,0.0016,0.0016,0.0017,0.0018,0.0024
20011,0.0019,0.0017,0.0017,0.0018,0.0018,0.0017,0.0017,0.0016,0.0017,0.0017,0.0017,0.0017,0.0019,0.0027
20015,0.0011,0.0017,0.0017,0.0018,0.0018,0.0017,0.0016,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0025
20029,0.0013,0.0017,0.0018,0.0019,0.0018,0.0017,0.0017,0.0017,0.0018,0.0017,0.0017,0.0017,0.0019,0.0022
20030,0.0004,0.0017,0.0018,0.0018,0.0018,0.0015,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0017,0.0020
20084,0.0015,0.0017,0.0018,0.0018,0.0019,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0018,0.0019
20087,0.0014,0.0017,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0020
20089,0.0014,0.0017,0.0018,0.0017,0.0018,0.0016,0.0017,0.0016,0.0016,0.0016,0.0017,0.0017,0.0018,0.0020
20090,0.0025,0.0017,0.0017,0.0018,0.0018,0.0016,0.0017,0.0017,0.0016,0.0017,0.0017,0.0017,0.0017,0.0022
20006,0.0012,0.0018,0.0019,0.0019,0.0018,0.0017,0.0018,0.0017,0.0018,0.0017,0.0017,0.0018,0.0019,0.0023
20012,0.0017,0.0017,0.0019,0.0019,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0017,0.0017,0.0019,0.0025
20004,0.0020,0.0018,0.0018,0.0019,0.0019,0.0018,0.0017,0.0017,0.0017,0.0018,0.0017,0.0019,0.0019,0.0025
20007,0.0011,0.0018,0.0019,0.0019,0.0019,0.0017,0.0017,0.0018,0.0017,0.0018,0.0018,0.0018,0.0020,0.0023
20008,0.0013,0.0018,0.0017,0.0019,0.0018,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0018,0.0019,0.0025
20018,0.0006,0.0018,0.0019,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0018,0.0019,0.0022
20013,0.0015,0.0018,0.0018,0.0019,0.0018,0.0017,0.0017,0.0017,0.0017,0.0018,0.0017,0.0018,0.0018,0.0024
20014,0.0014,0.0018,0.0018,0.0019,0.0017,0.0017,0.0018,0.0017,0.0017,0.0017,0.0018,0.0018,0.0019,0.0025
20047,0.0015,0.0018,0.0019,0.0018,0.0019,0.0017,0.0018,0.0017,0.0017,0.0017,0.0018,0.0018,0.0018,0.0021
20049,0.0027,0.0018,0.0018,0.0019,0.0018,0.0017,0.0017,0.0017,0.0017,0.0018,0.0018,0.0018,0.0019,0.0023
20031,0.0014,0.0019,0.0019,0.0019,0.0019,0.0018,0.0018,0.0018,0.0017,0.0018,0.0019,0.0019,0.0019,0.0023
20036,0.0017,0.0017,0.0018,0.0019,0.0018,0.0017,0.0018,0.0017,0.0018,0.0018,0.0018,0.0018,0.0019,0.0023
20039,0.0020,0.0017,0.0018,0.0019,0.0019,0.0018,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018,0.0018,0.0022
20052,0.0012,0.0018,0.0019,0.0019,0.0019,0.0018,0.0017,0.0018,0.0018,0.0018,0.0018,0.0019,0.0020,0.0022
20060,0.0013,0.0017,0.0018,0.0019,0.0019,0.0017,0.0017,0.0017,0.0017,0.0018,0.0018,0.0018,0.0018,0.0020
20066,0.0006,0.0018,0.0018,0.0019,0.0018,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0019,0.0019
20067,0.0014,0.0018,0.0018,0.0019,0.0019,0.0017,0.0018,0.0017,0.0017,0.0017,0.0018,0.0019,0.0018,0.0021
20072,0.0015,0.0018,0.0019,0.0018,0.0018,0.0017,0.0017,0.0017,0.0018,0.0018,0.0018,0.0018,0.0019,0.0021
20017,0.0017,0.0018,0.0019,0.0019,0.0018,0.0017,0.0017,0.0017,0.0017,0.0018,0.0018,0.0018,0.0019,0.0024
